channel_id,domain,query_id,query_verbatim,method,page_attempt,retrieved_at,requested_url,http_status,error,response_bytes,body_file,body_sha256,headers_file,headers_sha256,official_urls,official_url_count,new_official_urls,stop_assessment
MOH,moh.gov.vn,DQ-EVID-01,"(\đạo đức AI\"" OR \""quản trị AI\"") AND (kiểm toán OR thanh tra OR giám sát)""",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:12:36.987671+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5C%C4%91%E1%BA%A1o+%C4%91%E1%BB%A9c+AI%5C%22+OR+%5C%22qu%E1%BA%A3n+tr%E1%BB%8B+AI%5C%22%29+AND+%28ki%E1%BB%83m+to%C3%A1n+OR+thanh+tra+OR+gi%C3%A1m+s%C3%A1t%29%22&first=1,200,,70886,fallback-site-MOH-DQ-EVID-01-p01.body,f2a7334d34dcbba4493d97da8edea356e43fc2cb24bb6435b5841fa498c88bdd,fallback-site-MOH-DQ-EVID-01-p01.headers.json,95af6cbbb50ef3b4f1b14de73f2573bfcc69069bd2f8b2a839a1b4d2e50e76a5,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-01,"(\đạo đức AI\"" OR \""quản trị AI\"") AND (kiểm toán OR thanh tra OR giám sát)""",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:12:38.679666+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5C%C4%91%E1%BA%A1o+%C4%91%E1%BB%A9c+AI%5C%22+OR+%5C%22qu%E1%BA%A3n+tr%E1%BB%8B+AI%5C%22%29+AND+%28ki%E1%BB%83m+to%C3%A1n+OR+thanh+tra+OR+gi%C3%A1m+s%C3%A1t%29%22&first=11,200,,70231,fallback-site-MOH-DQ-EVID-01-p02.body,cc9f1db18b5807218308c842dfe79d4291382760588d88966505b8eb60dc2618,fallback-site-MOH-DQ-EVID-01-p02.headers.json,9bcddc08c029f4795e83abfc180f6c5b0acead03515d638f7a695e15a0a724e8,[],0,0,TWO_CONSECUTIVE_NO_NEW
MOH,moh.gov.vn,DQ-EVID-02,"(\AI\"" OR \""trí tuệ nhân tạo\"") AND (sự cố OR khiếu nại OR khắc phục) AND (y tế OR bệnh viện)""",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:12:33.816579+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5CAI%5C%22+OR+%5C%22tr%C3%AD+tu%E1%BB%87+nh%C3%A2n+t%E1%BA%A1o%5C%22%29+AND+%28s%E1%BB%B1+c%E1%BB%91+OR+khi%E1%BA%BFu+n%E1%BA%A1i+OR+kh%E1%BA%AFc+ph%E1%BB%A5c%29+AND+%28y+t%E1%BA%BF+OR+b%E1%BB%87nh+vi%E1%BB%87n%29%22&first=1,200,,69944,fallback-site-MOH-DQ-EVID-02-p01.body,4c280883823a526e4cae88138692dc04bb780fe3fa93af9589db90da3f1f9456,fallback-site-MOH-DQ-EVID-02-p01.headers.json,a17a2d8149e23fbca649b23da9d9e1477d11a544055999860215292cca68fb97,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-02,"(\AI\"" OR \""trí tuệ nhân tạo\"") AND (sự cố OR khiếu nại OR khắc phục) AND (y tế OR bệnh viện)""",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:12:35.316993+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5CAI%5C%22+OR+%5C%22tr%C3%AD+tu%E1%BB%87+nh%C3%A2n+t%E1%BA%A1o%5C%22%29+AND+%28s%E1%BB%B1+c%E1%BB%91+OR+khi%E1%BA%BFu+n%E1%BA%A1i+OR+kh%E1%BA%AFc+ph%E1%BB%A5c%29+AND+%28y+t%E1%BA%BF+OR+b%E1%BB%87nh+vi%E1%BB%87n%29%22&first=11,200,,70976,fallback-site-MOH-DQ-EVID-02-p02.body,5704504cdf8c4c537fda1b414464dd571e6b643278ed6b361e0b247c96764ec3,fallback-site-MOH-DQ-EVID-02-p02.headers.json,2b6cc7e0cc9866bbb318adefabebd353b85e22649ac62527dab7530eaa49b56a,[],0,0,TWO_CONSECUTIVE_NO_NEW
MOH,moh.gov.vn,DQ-EVID-03,"(\AI\"" OR \""trí tuệ nhân tạo\"") AND (\""đánh giá tác động\"" OR kết quả) AND (y tế OR bệnh viện)""",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:12:33.866842+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5CAI%5C%22+OR+%5C%22tr%C3%AD+tu%E1%BB%87+nh%C3%A2n+t%E1%BA%A1o%5C%22%29+AND+%28%5C%22%C4%91%C3%A1nh+gi%C3%A1+t%C3%A1c+%C4%91%E1%BB%99ng%5C%22+OR+k%E1%BA%BFt+qu%E1%BA%A3%29+AND+%28y+t%E1%BA%BF+OR+b%E1%BB%87nh+vi%E1%BB%87n%29%22&first=1,200,,70945,fallback-site-MOH-DQ-EVID-03-p01.body,0003fac3b0dfa34bc35891aeae9da1b46aa0cef8cb78cbcdd13c45beffdd6345,fallback-site-MOH-DQ-EVID-03-p01.headers.json,b6f9f7f3dc561fab1d507b5118913f026742bc45a87cafedce4ca813be58534f,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-03,"(\AI\"" OR \""trí tuệ nhân tạo\"") AND (\""đánh giá tác động\"" OR kết quả) AND (y tế OR bệnh viện)""",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:12:35.359691+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5CAI%5C%22+OR+%5C%22tr%C3%AD+tu%E1%BB%87+nh%C3%A2n+t%E1%BA%A1o%5C%22%29+AND+%28%5C%22%C4%91%C3%A1nh+gi%C3%A1+t%C3%A1c+%C4%91%E1%BB%99ng%5C%22+OR+k%E1%BA%BFt+qu%E1%BA%A3%29+AND+%28y+t%E1%BA%BF+OR+b%E1%BB%87nh+vi%E1%BB%87n%29%22&first=11,200,,71488,fallback-site-MOH-DQ-EVID-03-p02.body,3b310764bbdeba128ced00451bb7ab3b689d9aec3523484afa5b30d44421a6ba,fallback-site-MOH-DQ-EVID-03-p02.headers.json,c4199d0be283227e8726e3ef75a3ed45a23b9e51bfc1167aec5dd1b62b176196,[],0,0,TWO_CONSECUTIVE_NO_NEW
MOH,moh.gov.vn,DQ-EVID-04,"(\AI ethics\"" OR \""AI governance\"") AND (audit OR inspection OR monitoring OR incident OR complaint OR redress OR \""impact assessment\"" OR outcome OR result) AND (Vietnam OR \""Viet Nam\"") AND (health OR hospital)""",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:12:58.276635+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5CAI+ethics%5C%22+OR+%5C%22AI+governance%5C%22%29+AND+%28audit+OR+inspection+OR+monitoring+OR+incident+OR+complaint+OR+redress+OR+%5C%22impact+assessment%5C%22+OR+outcome+OR+result%29+AND+%28Vietnam+OR+%5C%22Viet+Nam%5C%22%29+AND+%28health+OR+hospital%29%22&first=1,200,,71524,fallback-site-MOH-DQ-EVID-04-p01.body,2e71a78f97fb089e7fc91339ca555308cb699c9805faf7d87d5d8829e3a27687,fallback-site-MOH-DQ-EVID-04-p01.headers.json,a39709d25be9d30be8de677ed91d8bf8166cce85d8a8f324c53eef7db4c56c49,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-04,"(\AI ethics\"" OR \""AI governance\"") AND (audit OR inspection OR monitoring OR incident OR complaint OR redress OR \""impact assessment\"" OR outcome OR result) AND (Vietnam OR \""Viet Nam\"") AND (health OR hospital)""",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:12:59.738834+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5CAI+ethics%5C%22+OR+%5C%22AI+governance%5C%22%29+AND+%28audit+OR+inspection+OR+monitoring+OR+incident+OR+complaint+OR+redress+OR+%5C%22impact+assessment%5C%22+OR+outcome+OR+result%29+AND+%28Vietnam+OR+%5C%22Viet+Nam%5C%22%29+AND+%28health+OR+hospital%29%22&first=11,200,,70828,fallback-site-MOH-DQ-EVID-04-p02.body,6736ed8f3a0bc2cc866af5a5c7d2d43f7352710079aeaed223855c031313adc3,fallback-site-MOH-DQ-EVID-04-p02.headers.json,3a33e8fd316eb5f97d21712ae026be273538c5b9ff7d2e735c1f0c4d288e1b1d,[],0,0,TWO_CONSECUTIVE_NO_NEW
MOH,moh.gov.vn,DQ-EVID-05,"(\artificial intelligence\"" OR AI) AND (\""post-implementation monitoring\"" OR \""post-market surveillance\"" OR \""incident reporting\"" OR \""quality management\"" OR \""effectiveness evaluation\"" OR audit) AND (Vietnam OR \""Viet Nam\"") AND (health OR hospital OR \""provincial health department\"")""",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:12:58.664528+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5Cartificial+intelligence%5C%22+OR+AI%29+AND+%28%5C%22post-implementation+monitoring%5C%22+OR+%5C%22post-market+surveillance%5C%22+OR+%5C%22incident+reporting%5C%22+OR+%5C%22quality+management%5C%22+OR+%5C%22effectiveness+evaluation%5C%22+OR+audit%29+AND+%28Vietnam+OR+%5C%22Viet+Nam%5C%22%29+AND+%28health+OR+hospital+OR+%5C%22provincial+health+department%5C%22%29%22&first=1,200,,71194,fallback-site-MOH-DQ-EVID-05-p01.body,c272fe8764fddb328d65f589045c52f841789410b57c5d92986b1696ec5ceb81,fallback-site-MOH-DQ-EVID-05-p01.headers.json,8f863aea290f1c0b6adf8e3795412a3d564b406059f254d0e38787edae225d5c,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-05,"(\artificial intelligence\"" OR AI) AND (\""post-implementation monitoring\"" OR \""post-market surveillance\"" OR \""incident reporting\"" OR \""quality management\"" OR \""effectiveness evaluation\"" OR audit) AND (Vietnam OR \""Viet Nam\"") AND (health OR hospital OR \""provincial health department\"")""",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:13:00.179237+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%5Cartificial+intelligence%5C%22+OR+AI%29+AND+%28%5C%22post-implementation+monitoring%5C%22+OR+%5C%22post-market+surveillance%5C%22+OR+%5C%22incident+reporting%5C%22+OR+%5C%22quality+management%5C%22+OR+%5C%22effectiveness+evaluation%5C%22+OR+audit%29+AND+%28Vietnam+OR+%5C%22Viet+Nam%5C%22%29+AND+%28health+OR+hospital+OR+%5C%22provincial+health+department%5C%22%29%22&first=11,200,,71640,fallback-site-MOH-DQ-EVID-05-p02.body,4550a8c80760dfc8543715b7554b49013f3f1a4e32efbf1eed7d02396f9238ff,fallback-site-MOH-DQ-EVID-05-p02.headers.json,19d0c110b619d791e90725ee41928de68d64ab3e3ea2bfb30dfc352e25c4d3a3,[],0,0,TWO_CONSECUTIVE_NO_NEW
