channel_id,domain,query_id,query_verbatim,method,page_attempt,retrieved_at,requested_url,http_status,error,response_bytes,body_file,body_sha256,headers_file,headers_sha256,official_urls,official_url_count,new_official_urls,stop_assessment
MOH,moh.gov.vn,DQ-EVID-01,"(""đạo đức AI"" OR ""quản trị AI"") AND (kiểm toán OR thanh tra OR giám sát)",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:46:36.392367+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22%C4%91%E1%BA%A1o+%C4%91%E1%BB%A9c+AI%22+OR+%22qu%E1%BA%A3n+tr%E1%BB%8B+AI%22%29+AND+%28ki%E1%BB%83m+to%C3%A1n+OR+thanh+tra+OR+gi%C3%A1m+s%C3%A1t%29&first=1,200,,69988,fallback-site-MOH-DQ-EVID-01-p01.body,f051b4f94a395e433b34430d7713cacaad86bf93db309b8fa210f5595e7aba2c,fallback-site-MOH-DQ-EVID-01-p01.headers.json,89a9a163b8976c4e0c054d30374d9434fff8148d15a54cb35f4ff93cba1f566c,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-01,"(""đạo đức AI"" OR ""quản trị AI"") AND (kiểm toán OR thanh tra OR giám sát)",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:46:37.900847+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22%C4%91%E1%BA%A1o+%C4%91%E1%BB%A9c+AI%22+OR+%22qu%E1%BA%A3n+tr%E1%BB%8B+AI%22%29+AND+%28ki%E1%BB%83m+to%C3%A1n+OR+thanh+tra+OR+gi%C3%A1m+s%C3%A1t%29&first=11,200,,70394,fallback-site-MOH-DQ-EVID-01-p02.body,ccd317fdbe9cb8fffb49e9837c64ea2f4398fe9efb65b84c4f28a4667d681aee,fallback-site-MOH-DQ-EVID-01-p02.headers.json,9988596ed6393723593d96b5ada9effa665720ffec2e081e6dc312c4f2ae50a8,[],0,0,TWO_CONSECUTIVE_NO_NEW
MOH,moh.gov.vn,DQ-EVID-02,"(""AI"" OR ""trí tuệ nhân tạo"") AND (sự cố OR khiếu nại OR khắc phục) AND (y tế OR bệnh viện)",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:46:33.745100+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22AI%22+OR+%22tr%C3%AD+tu%E1%BB%87+nh%C3%A2n+t%E1%BA%A1o%22%29+AND+%28s%E1%BB%B1+c%E1%BB%91+OR+khi%E1%BA%BFu+n%E1%BA%A1i+OR+kh%E1%BA%AFc+ph%E1%BB%A5c%29+AND+%28y+t%E1%BA%BF+OR+b%E1%BB%87nh+vi%E1%BB%87n%29&first=1,200,,70378,fallback-site-MOH-DQ-EVID-02-p01.body,6dc3b66f12a184eaf178bf87f8817d97e7a88e56ab448e13e776978f22ec42ae,fallback-site-MOH-DQ-EVID-02-p01.headers.json,e11e4b53db991e40aaae35f149358fd8564330e687bfbeb14a9a6b389a10d7aa,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-02,"(""AI"" OR ""trí tuệ nhân tạo"") AND (sự cố OR khiếu nại OR khắc phục) AND (y tế OR bệnh viện)",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:46:35.178005+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22AI%22+OR+%22tr%C3%AD+tu%E1%BB%87+nh%C3%A2n+t%E1%BA%A1o%22%29+AND+%28s%E1%BB%B1+c%E1%BB%91+OR+khi%E1%BA%BFu+n%E1%BA%A1i+OR+kh%E1%BA%AFc+ph%E1%BB%A5c%29+AND+%28y+t%E1%BA%BF+OR+b%E1%BB%87nh+vi%E1%BB%87n%29&first=11,200,,69890,fallback-site-MOH-DQ-EVID-02-p02.body,4be14960740a7131771702c57272e87b5e7a072cad8c5fb5bfbb56b81c84ddf1,fallback-site-MOH-DQ-EVID-02-p02.headers.json,7753c5b709418e8a5053296b5eb1ce05d5e25feaa66553cdd8d2e4d45adb82ff,[],0,0,TWO_CONSECUTIVE_NO_NEW
MOH,moh.gov.vn,DQ-EVID-03,"(""AI"" OR ""trí tuệ nhân tạo"") AND (""đánh giá tác động"" OR kết quả) AND (y tế OR bệnh viện)",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:46:33.718484+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22AI%22+OR+%22tr%C3%AD+tu%E1%BB%87+nh%C3%A2n+t%E1%BA%A1o%22%29+AND+%28%22%C4%91%C3%A1nh+gi%C3%A1+t%C3%A1c+%C4%91%E1%BB%99ng%22+OR+k%E1%BA%BFt+qu%E1%BA%A3%29+AND+%28y+t%E1%BA%BF+OR+b%E1%BB%87nh+vi%E1%BB%87n%29&first=1,200,,70517,fallback-site-MOH-DQ-EVID-03-p01.body,83a4ca588f7f756dd829f4ac4777289a828674355b31b01495b9960a44fd2107,fallback-site-MOH-DQ-EVID-03-p01.headers.json,75e5096cb377e250ee6ceb7fd7a1866d790527e733ebca85a191cdcdf8587788,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-03,"(""AI"" OR ""trí tuệ nhân tạo"") AND (""đánh giá tác động"" OR kết quả) AND (y tế OR bệnh viện)",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:46:35.177493+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22AI%22+OR+%22tr%C3%AD+tu%E1%BB%87+nh%C3%A2n+t%E1%BA%A1o%22%29+AND+%28%22%C4%91%C3%A1nh+gi%C3%A1+t%C3%A1c+%C4%91%E1%BB%99ng%22+OR+k%E1%BA%BFt+qu%E1%BA%A3%29+AND+%28y+t%E1%BA%BF+OR+b%E1%BB%87nh+vi%E1%BB%87n%29&first=11,200,,70477,fallback-site-MOH-DQ-EVID-03-p02.body,8a8e21a8287949a69a594392690cf8377af9b68038c17b77aae20656e022927f,fallback-site-MOH-DQ-EVID-03-p02.headers.json,5ffbd98b10960f3739e63d3bbc7cc208bb603f7d19435869e8918497b8df1022,[],0,0,TWO_CONSECUTIVE_NO_NEW
MOH,moh.gov.vn,DQ-EVID-04,"(""AI ethics"" OR ""AI governance"") AND (audit OR inspection OR monitoring OR incident OR complaint OR redress OR ""impact assessment"" OR outcome OR result) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital)",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:46:57.407810+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22AI+ethics%22+OR+%22AI+governance%22%29+AND+%28audit+OR+inspection+OR+monitoring+OR+incident+OR+complaint+OR+redress+OR+%22impact+assessment%22+OR+outcome+OR+result%29+AND+%28Vietnam+OR+%22Viet+Nam%22%29+AND+%28health+OR+hospital%29&first=1,200,,71027,fallback-site-MOH-DQ-EVID-04-p01.body,c776ea60c2ff284036e94b5584f9b0e81dc722e95e69cc50c519ce2032477168,fallback-site-MOH-DQ-EVID-04-p01.headers.json,c23bba245dcaa9d2a80117cec4186a02dbc568832c8a088f79611b71466edd7f,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-04,"(""AI ethics"" OR ""AI governance"") AND (audit OR inspection OR monitoring OR incident OR complaint OR redress OR ""impact assessment"" OR outcome OR result) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital)",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:46:58.810514+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22AI+ethics%22+OR+%22AI+governance%22%29+AND+%28audit+OR+inspection+OR+monitoring+OR+incident+OR+complaint+OR+redress+OR+%22impact+assessment%22+OR+outcome+OR+result%29+AND+%28Vietnam+OR+%22Viet+Nam%22%29+AND+%28health+OR+hospital%29&first=11,200,,71275,fallback-site-MOH-DQ-EVID-04-p02.body,b741deb6953a2ae55f5941746f8ded1521da8feabfa8a4468b4f68627f960066,fallback-site-MOH-DQ-EVID-04-p02.headers.json,587dd905052f9e56e103307d6ed945256068281b884a5416553b397e27a463fc,[],0,0,TWO_CONSECUTIVE_NO_NEW
MOH,moh.gov.vn,DQ-EVID-05,"(""artificial intelligence"" OR AI) AND (""post-implementation monitoring"" OR ""post-market surveillance"" OR ""incident reporting"" OR ""quality management"" OR ""effectiveness evaluation"" OR audit) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR ""provincial health department"")",SITE_FALLBACK_LOCATOR,1,2026-08-01T04:46:57.186330+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22artificial+intelligence%22+OR+AI%29+AND+%28%22post-implementation+monitoring%22+OR+%22post-market+surveillance%22+OR+%22incident+reporting%22+OR+%22quality+management%22+OR+%22effectiveness+evaluation%22+OR+audit%29+AND+%28Vietnam+OR+%22Viet+Nam%22%29+AND+%28health+OR+hospital+OR+%22provincial+health+department%22%29&first=1,200,,71492,fallback-site-MOH-DQ-EVID-05-p01.body,3341be654d66ed1a3fee8390965cbb152a5c33d06ba5db14f84c209881416165,fallback-site-MOH-DQ-EVID-05-p01.headers.json,0eecf74ebf7d849f67028a2a805f80452b95dff6324825f73e5b62d9f42f80c7,[],0,0,CONTINUE
MOH,moh.gov.vn,DQ-EVID-05,"(""artificial intelligence"" OR AI) AND (""post-implementation monitoring"" OR ""post-market surveillance"" OR ""incident reporting"" OR ""quality management"" OR ""effectiveness evaluation"" OR audit) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR ""provincial health department"")",SITE_FALLBACK_LOCATOR,2,2026-08-01T04:46:58.669346+00:00,https://www.bing.com/search?q=site%3Amoh.gov.vn+%28%22artificial+intelligence%22+OR+AI%29+AND+%28%22post-implementation+monitoring%22+OR+%22post-market+surveillance%22+OR+%22incident+reporting%22+OR+%22quality+management%22+OR+%22effectiveness+evaluation%22+OR+audit%29+AND+%28Vietnam+OR+%22Viet+Nam%22%29+AND+%28health+OR+hospital+OR+%22provincial+health+department%22%29&first=11,200,,70942,fallback-site-MOH-DQ-EVID-05-p02.body,b057757e867268c7ac82d7ba2a20e7330f23deeca5e6c1bcfcc64e43f92029cc,fallback-site-MOH-DQ-EVID-05-p02.headers.json,4cc45ee3c14e6d4b6b35e08092ee6df6a57f2b5781cce78d3061285812f11c55,[],0,0,TWO_CONSECUTIVE_NO_NEW
